Name,City,State,Zip,Amount
Saint Joseph's High School,Brooklyn,NY,11201,2700
Beaver Area Academic Charter School,Beaver,PA,15009,150
Project Ideal,Roseville,MI,48066,150
South Atlanta School of Health and Medical Sciences,Atlanta,GA,30354,150
Bridgeway School,Dallas,TX,75251,150
Wayne Valley High School,Wayne,NJ,07470,150
Annapolis Road Academy Alternative High School,Bladensburg,MD,20710,150
Methow Valley Independent Learning Center,Winthrop,WA,98862,500
Spiro High School,Spiro,OK,74959,150
Lenvill B Martin Educational Center for Achievement,Nacogdoches,TX,75961,150
One Faith in All Christian Academy,Rainsville,AL,35986,500
Kearney High School,Kearney,NE,68845,150
Freedom Hill Christian School,Ethridge,TN,38456,500
Tuscarawas Central Catholic High School,New Phila,OH,44663,2700
Seattle Academy,Seattle,WA,98122,500
Coshocton Christian School,Coshocton,OH,43812,500
Clariden School,Southlake,TX,76092,150
Pontiac Township High School,Pontiac,IL,61764,150
Necedah High School,Necedah,WI,54646,150
Clinch School,Eidson,TN,37731,150
George Christian Educational Center,Dos Palos,CA,93620,500
New Directions School,Northampton,MA,01060,150
Albany Academy for Girls,Albany,NY,12208,150
Laboratory School of Finance and Technology Middle School/High School 223,Bronx,NY,10454,150
Anderson School,Staatsburg,NY,12580,150
L E Buchanan School,Swannanoa,NC,28778,150
Antonio Sarriera School,Rio Piedras,PR,00924,2700
Sherman Central School,Sherman,NY,14781,150
Shelby Senior High School,Shelby,OH,44875,150
Nitro High School,Nitro,WV,25143,150
Two Roads GED Program,Nampa,ID,83651,150
Boys' Latin School of Maryland,Baltimore,MD,21210,150
Centerpoint Christian School,Center Point,AL,35215,500
Mckinley High School,Baton Rouge,LA,70802,500
Westchester Secondary Charter School,Los Angeles,CA,90045,150
Al-Alson International School,Riyadh,AR RIYAD,00nan,2700
Tse'Yaato' High School,Page,AZ,86040,150
Idea Center High School,El Cajon,CA,00nan,2700
Bowlegs High School,Bowlegs,OK,74830,150
Baypoint Preparatory Academy,Hemet,CA,00nan,2700
Brookside Christian High School,Stockton,CA,95207,500
Kings Valley Charter School,Philomath,OR,97370,150
Salmen High School,Slidell,LA,70458,150
Mon Valley Career and Technology Center,Charleroi,PA,15022,150
Frank H Peterson Academy of Technology,Jacksonville,FL,32210,150
West Lane Technical Learning Center,Elmira,OR,97437,150
Alvirne High School,Hudson,NH,03051,150
Carter G. Woodson Academy,Lexington,KY,00nan,2700
Abc Adult School,Cerritos,CA,90703,150
Trinity School Of Midland,Midland,TX,79707,500
Rocky Mountain Christian Center,Green Mtn Fls,CO,80819,500
The MASTERS Program Early College High School,Santa Fe,NM,87508,500
Angles Academy,Baton Rouge,LA,70806,150
"Small School of Technology, South Shore",Chicago,IL,60649,150
Life Skills Center of Trumbull County,Warren,OH,44483,500
North Callaway High School,Kingdom City,MO,65262,150
Chokio-Alberta High School,Chokio,MN,56221,150
Nassau BOCES: Program of Alternative Comprehensive Education Program,Glen Head,NY,11545,150
Markesan Middle High School,Markesan,WI,53946,500
Academy at Charlotte Vocational Technical Center,Pt Charlotte,FL,33948,150
Palmyra Macedon High School,Palmyra,NY,14522,150
Professional and Technical High School PATHS,Kissimmee,FL,34744,150
Foursquare Christian Academy,Lynch Station,VA,24571,500
Steelville R-III High School,Steelville,MO,65565,150
Miami Springs Senior High School,Miami Springs,FL,33166,500
Tahoka High School,Tahoka,TX,79373,150
Cedar Vale Memorial High School,Cedar Vale,KS,67024,150
New Horizons Model High School,Banning,CA,92220,150
Mercer County Technical School - Health Science Academy,Trenton,NJ,08690,500
Michele Clark Academic Preparatory High School,Chicago,IL,60644,500
New Britain High School,New Britain,CT,06051,150
Cleburne Christian Academy,Cleburne,TX,76033,500
Westridge School,Pasadena,CA,91105,150
Mississippi Job Corps Center,Crystal Spgs,MS,39059,500
Ridgeway R-V High School,Ridgeway,MO,64481,150
Christchurch School,Christchurch,VA,23031,500
Randolph Southern School,Shellman,GA,39886,500
Butterfield-Odin High School,Butterfield,MN,56120,150
Houghton Academy,Houghton,NY,14744,150
Muckleshoot Tribal School,Auburn,WA,98092,500
Buchanan High School,Buchanan,MI,49107,150
Back Creek Chrisian Academy,Charlotte,NC,00nan,2700
North County Trade Tech High School,Vista,CA,92083,150
Houston Learning Academy - Katy,Katy,TX,77450,150
Seed School Of Washington Dc,Washington,DC,20019,500
Eastminster School,Conyers,GA,30094,150
Mountain Education Charter High School - Stephens,Eastanollee,GA,00nan,2700
Saint Peter Chanel High School,Bedford,OH,44146,2700
Saint John's Jesuit High School,Toledo,OH,43615,2700
La Sierra Academy,Riverside,CA,92505,150
Pottsboro High School,Pottsboro,TX,75076,150
Covina High School,Covina,CA,91723,150
Oak Park Independent School,Oak Park,CA,91377,150
Still Creek Christian School,Bryan,TX,77808,500
Genesee High School,Genesee,MI,48437,150
Summit Academy Lorain Secondary School,Lorain,OH,44052,500
Durand Area High School,Durand,MI,48429,150
Reedsburg Area High School,Reedsburg,WI,53959,150
Dustin High School,Dustin,OK,74839,150
Suncoast Polytechnical High School,Sarasota,FL,34233,150
Greater Nanticoke High School,Nanticoke,PA,18634,150
Washington Tabernacle Academy,Rch Cucamonga,CA,91730,150
Edison Preparatory School,Fort Myers,FL,33901,150
Dawson School,Lafayette,CO,80026,150
Elida High School,Elida,OH,45807,150
The Learning Lab,Tucson,AZ,85704,500
Saint Vincent Academy,Newark,NJ,07103,2700
Barbara Cardwell Career Preparatory Center,Irving,TX,75061,150
Maranatha Baptist Christian School,El Dorado,AR,71730,500
Nassau County Adult High School,Yulee,FL,32097,150
Eldred Central School,Eldred,NY,12732,150
Tuba City High School,Tuba City,AZ,86045,150
Beijing Concord College of Sino-Canada,Beijing,,00nan,2700
Great Circle-Columbia,Columbia,MO,65201,150
Palm Beach Juvenile Detention Center,West Palm Bch,FL,33407,500
Lutheran High School Northwest,Rochester Hls,MI,48309,500
Plymouth Christian High School,Grand Rapids,MI,49505,500
Derryfield School The,Manchester,NH,03104,150
Mount Everest Academy,San Diego,CA,92117,150
Christian Spirit School,Moundville,AL,35474,500
Pensacola High School,Pensacola,FL,32501,150
Offsite Education Services,Rockaway Park,NY,11694,150
High Plains Community High School,Polk,NE,68654,150
Immanuel Center for Christian Education,Steens,MS,39766,500
Southern Colorado Early College,Pueblo West,CO,81007,500
Katherine Thomas School,Rockville,MD,20850,150
Butler County Magnet School,Georgiana,AL,36033,150
New Rochelle High School 4,New Rochelle,NY,10801,150
Lake Park Christian Academy,Lake Park,GA,31636,500
Marfa High School,Marfa,TX,79843,500
Rogers City High School,Rogers City,MI,49779,150
Hilton Central High School,Hilton,NY,14468,150
Clear Brook High School,Friendswood,TX,77546,150
Ischool High,Lewisville,TX,75057,150
Pleasanton Public School,Pleasanton,NE,68866,150
Valley Academy School,El Centro,CA,00nan,2700
White Oak School,Westfield,MA,01085,150
North Plainfield High School,N Plainfield,NJ,07060,150
Family Foundation School,Hancock,NY,13783,150
Gusty Michael School,Stony River,AK,99557,150
Teen Challenge High School,Indianapolis,IN,46235,500
Clay Battelle High School,Blacksville,WV,26521,150
Colonial Christian School,Homestead,FL,33030,500
The Beacon School,Stamford,CT,06902,500
Mounds View Area Learning Center,Shoreview,MN,55126,150
Albany Academies,Albany,NY,12208,150
Agawam High School,Agawam,MA,01001,150
IntelliSchool: Glendale,Glendale,AZ,85306,150
Maine-Endwell High School,Endwell,NY,13760,500
South Leake High School,Walnut Grove,MS,39189,150
Bronx Haven High School,Bronx,NY,10451,150
Attached Middle School - Jiangxi Normal University,Nanchang Jiangxi,,00nan,2700
Able Christian School,Mcdonough,GA,00nan,2700
Roy C Ketcham Senior High School,Wappingers Fl,NY,12590,150
Bucharest Christian Academy,Bucharest,BUCURESTI,00nan,2700
Bridge Haven School,St Simons Is,GA,31522,150
Buna High School,Buna,TX,77612,150
Sampson Early College High School,Clinton,NC,28329,150
Seneca Valley High School,Germantown,MD,20874,150
Bishop O Byrne High School,Calgary,AB,00nan,2700
Loudon High School,Loudon,TN,37774,500
Carlmont High School,Belmont,CA,94002,150
Living Word Educational Ministry,Sharpsburg,GA,30277,500
Many Farms High School,Many Farms,AZ,86538,500
Academy For Precision Learning,Seattle,WA,00nan,2700
West Deptford High School,West Deptford,NJ,08093,150
Dubois Area Senior High School,Du Bois,PA,15801,150
Premier Charter High School,Phoenix,AZ,85033,500
Quilcene High School,Quilcene,WA,98376,150
Duane E Furman High School,Madera,CA,93637,150
Australian International School,Singapore,,00nan,2700
Taft Youth Development Center,Pikeville,TN,37367,150
Fall Creek Senior High School,Fall Creek,WI,54742,150
Archbishop Rummel High School,Metairie,LA,70001,2700
Al Hussan International School,Al Khobar,,00nan,2700
Waiakea High School,Hilo,HI,96720,150
Brandon Christian Academy,Brandon,MS,39042,500
Hesperia Christian School,Hesperia,CA,92345,500
Dorothy Kirby Center School,Commerce,CA,90040,150
Breck School,Golden Valley,MN,55422,500
Vernon Malone College And Career Academy,Raleigh,NC,27603,150
Sunflower Learning Cooperative,Pierceville,KS,67868,500
New Medinah High School,Sumrall,MS,39482,150
Mott Lincoln High School,Mott,ND,58646,150
Iolani School,Honolulu,HI,96826,150
Academy at Charlemont,Charlemont,MA,01339,150
Vincent Memorial Catholic High School,Calexico,CA,92231,2700
Provost Academy South Carolina,Columbia,SC,29223,500
Madras High School,Madras,OR,97741,500
Hallandale Adult Community Center,Hallandle Bch,FL,33009,150
PUC Nueva Esperanza Charter Academy,San Fernando,CA,00nan,2700
Mankin Christian Academy,Trinidad,TX,75163,500
Rutledge Academy,Rutledge,GA,30663,500
Hickory Career and Arts Magnet High School,Hickory,NC,28601,150
Leadore High School,Leadore,ID,83464,150
Springs Valley High School,French Lick,IN,47432,150
Glass City Academy,Toledo,OH,43604,150
Laurel Christian School,Laurel,MS,39440,500
Marion Virtual School,Ocala,FL,34471,500
Stephens High School,Stephens,AR,71764,150
SkyView Academy,Hghlnds Ranch,CO,80130,500
Mercer County High School,Aledo,IL,61231,500
Sierra Crest Academy,Minden,NV,89423,500
AZ Aspire Academy,Tempe,AZ,00nan,2700
Niles High School,Niles,MI,49120,150
Plainview-Old Bethpage John F Kennedy High School,Plainview,NY,11803,150
North Daviess High School,Jameson,MO,64647,150
Alpha Cindy Avitia High School,San Jose,CA,00nan,2700
Rising City Public School,Rising City,NE,68658,150
Living Word Christian Schools: Christian High School,O Fallon,MO,63366,500
Keystone High School,Lagrange,OH,44050,150
Upattinas School,Glenmoore,PA,19343,500
Sheridan Hills Christian School,Hollywood,FL,33021,500
Riverhead High School,Riverhead,NY,11901,150
Park West Evening High School,New York,NY,10019,150
Biotech At Richmond Heights 9-12,Miami,FL,33176,150
La Academia at the Denver Inner City Parish,Denver,CO,80204,150
Life Skills Center of Metropolitan Detroit,Detroit,MI,48207,500
Spiritlife Christian Academy,Madison,AL,35758,500
Allen School Physicians Aides,Jamaica,NY,11432,150
Carbon Hill Christian Academy,Carbon Hill,AL,35549,500
Colleton Preparatory Academy,Walterboro,SC,29488,150
Oneida Baptist Institute,Oneida,KY,40972,150
Foothills Christian School,Fair Play,SC,29643,500
South Kortright Central School,S Kortright,NY,13842,150
Sandhills High School,Dunning,NE,68833,150
Darnell Cookman Middle High School,Jacksonville,FL,32209,150
Christel House Dors,Indianapolis,IN,46225,150
Kawaikini New Century Public Charter School,Lihue,HI,96766,150
Fox High School,Fox,OK,73435,150
Gorham Middle-High School,Gorham,NH,03581,150
Gautier High School,Gautier,MS,39553,150
University School Of Nashville,Nashville,TN,37212,500
Al Hekma International School - Sadd Campus,Sadd Al Nasr,,00nan,2700
Loving High School,Loving,NM,88256,500
Laker Academy,W Bloomfield,MI,48323,150
Upper Scioto Valley High School,Mcguffey,OH,45859,150
YES Preparatory Public Schools - Brays Oaks,Houston,TX,77031,150
Hannibal High School,Hannibal,MO,63401,150
Oldsmar Christian School,Oldsmar,FL,34677,500
Scarborough Senior High School,Houston,TX,77092,150
Northern California Polytechnic Academy,Sacramento,CA,95828,150
Curtis Baptist High School,Augusta,GA,30901,500
Huffman High School,Birmingham,AL,35215,150
Newark Valley High School,Newark Valley,NY,13811,150
Nikola Tesla STEM High School,Redmond,WA,98053,150
Northwestern Regional High School,Winsted,CT,06098,150
Oxbow High School,Bradford,VT,05033,150
Saint Gerard Catholic High School,San Antonio,TX,78203,2700
Saratoga Springs High School,Saratoga Spgs,NY,12866,150
Hopewell Baptist Christian Academy,Napa,CA,94558,500
Greater Lawrence Regional-Vocational-Technical High School,Andover,MA,01810,150
Lakeside Christian School,Clearwater,FL,33765,500
San Joaquin County Office of Education,Stockton,CA,95206,150
Twenty First Century Academy,Chattanooga,TN,37411,150
Florence Bertell Academy: Capitol Heights,Capitol Hgts,MD,20743,150
Waltonville High School,Waltonville,IL,62894,150
Luis Valdez Leadership Academy,San Jose,CA,95122,500
Argenta Academy,N Little Rock,AR,72114,150
Bridgeport International Academy,Bridgeport,CT,06604,150
Ankeny High School,Ankeny,IA,50023,150
Zenith Career Center,Kissimmee,FL,34744,150
Brightmont Academy - Plymouth,Minneapolis,MN,00nan,2700
Saint Elizabeth Academy,Saint Louis,MO,63118,2700
Parent's Association Christian Education,Moncks Corner,SC,29461,500
Hopkins County Central High School,Madisonville,KY,42431,150
R Rex Parris High School,Palmdale,CA,93550,150
Elizabeth Learning Center,Cudahy,CA,90201,150
Lynn English High School,Lynn,MA,01902,500
Bible Heritage School,Amarillo,TX,79109,500
New Hope Baptist School,Boonville,NC,00nan,2700
Joaquin High School,Joaquin,TX,75954,150
The Flushing International High School,Flushing,NY,11355,150
Brighter Horizon School of Baton Rouge,Baton Rouge,LA,70806,500
Garretson High School,Garretson,SD,57030,150
Wachusett Regional High School,Holden,MA,01520,150
Howenstine High School,Tucson,AZ,85716,150
Star International Academy,Dearborn Hts,MI,48127,500
Monroe Senior High School,Lwr Pch Tree,AL,36751,150
Intelli-School Inc,Phoenix,AZ,85022,150
South Bay Faith Academy,Redondo Beach,CA,90277,500
Alexandrian School,Jacksonville,FL,32244,150
Karluk School,Karluk,AK,99608,150
Spencer-Van Etten Central School,Spencer,NY,14883,150
Groom High School,Groom,TX,79039,150
Camas County High School,Fairfield,ID,83327,150
Moorestown High School,Moorestown,NJ,08057,150
Utah School for the Deaf and Blind,Ogden,UT,84404,150
Tabernacle of Prayer Christian School,Norfolk,VA,23508,500
East Allegheny High School,N Versailles,PA,15137,150
Bible Church Academy,Murfreesboro,TN,37127,500
Avella Area Junior-Senior High School,Avella,PA,15312,150
Archimedean Upper Conservatory,Miami,FL,33183,150
Woodlawn Magnet High School,Birmingham,AL,35212,150
Lesterville High School,Lesterville,MO,63654,150
Wildcat Second Opportunity School,Bronx,NY,10474,150
Bishop Hafey Junior-Senior High School,Hazle Townshp,PA,18202,2700
Charity Chapel Christian Academy,Tuscumbia,AL,35674,500
Hill Center Education Options,Lansing,MI,48911,150
Oak Knoll Alternative School,Glendora,CA,91740,150
Saint George's School,Spokane,WA,99208,2700
West Texas Christian Academy,Monahans,TX,79756,500
Parkersburg High School,Parkersburg,WV,26101,150
Pinecrest Academy,Cumming,GA,30041,500
Max High School,Max,ND,58759,500
Mount Zion Bible School,Ava,MO,65608,500
Saint John of San Francisco Orthodox Academy,San Francisco,CA,94121,2700
Asia American International School,New Taipei City,T'AI-PEI,00nan,2700
David Douglas High School,Portland,OR,97233,150
Bedford Academy High School,Brooklyn,NY,11216,150
Sobriety High School: Alliance Academy,Burnsville,MN,55337,500
South Intermediate High School,Broken Arrow,OK,74011,150
Gadsden High School,Anthony,NM,88021,150
Hunterdon Christian Academy,Flemington,NJ,08822,500
Uvalde Classical Academy,Uvalde,TX,78801,500
Duke High School,Duke,OK,73532,150
Hanford High School,Richland,WA,99354,150
South Dade Senior High School,Homestead,FL,33030,150
Brazoswood High School,Clute,TX,77531,150
North Butler High School,Greene,IA,50636,150
Union Christian Day School,Union,SC,29379,500
Dixie High School,New Lebanon,OH,45345,150
Business Technology Early College High School,Queens Vlg,NY,11427,150
Bloomfield Vocational-Technical High School,Bloomfield,NJ,07003,150
Harding High School,Fairport Hbr,OH,44077,150
Rockport High School,Rockport,MA,01966,150
Young Adult Borough Center at Automative High School,Brooklyn,NY,11222,150
Ypsilanti High School,Ypsilanti,MI,48197,150
Berchmans Academy Of The Sacred Heart,Grand Coteau,LA,70541,150
Bedir International High School,Blantyre,BLANTYRE,00nan,2700
Quantum High School,Boynton Beach,FL,33426,500
Puget Sound Community School,Seattle,WA,98134,500
Payson High School,Payson,AZ,85541,150
Bedford Road Collegiate,Saskatoon,SK,00nan,2700
Ocala Christian Academy,Ocala,FL,34471,500
Warner Robins Christian Academy,Warner Robins,GA,31093,500
Quest Preparatory Academy,Clifton,CO,81520,500
Scotland High School of Leadership and Public Service,Laurinburg,NC,28352,150
Smith Academy for Excellence,Fort Wayne,IN,46802,500
East Ascension High School,Gonzales,LA,70737,150
New Bethlehem Wesleyan Methodist School,New Bethlehem,PA,16242,150
Nipmuc Regional Middle-High School,Upton,MA,01568,150
Fulda High School,Fulda,MN,56131,150
Straight And Narrow,Paterson,NJ,07501,500
Hartford Public High School Engineering and Green Technology Academy,Hartford,CT,06105,150
Somerset College Prep Academy,Fort Pierce,FL,34947,150
Saint Johns Country Day School,Orange Park,FL,32073,2700
Kings Park Baptist Academy,Oklahoma City,OK,73159,150
Berean Christian High School,Walnut Creek,CA,94598,500
Al Faris International School,Riyadh,AR RIYAD,00nan,2700
High School Science Technology Engineering Math @ JFK,Paterson,NJ,07522,150
Westchester Magnet Academy,Purchase,NY,10577,150
Davis County Home School Assistance Program,Bloomfield,IA,52537,150
Mount Clare Christian School,Baltimore,MD,21223,500
New Prague High School,New Prague,MN,56071,150
Kiona-Benton High School,Benton City,WA,99320,150
Garfield Community Adult School,Los Angeles,CA,90022,150
Quincy Christian School,Quincy,IL,62305,500
John Paul the Great Catholic High School,Jasper,IN,47546,2700
Phoenix Center,Annapolis,MD,21401,150
Fannie Lou Hamer Freedom High School,Bronx,NY,10460,150
Lebanon Christian Academy,Lebanon,PA,17046,500
Applewood Heights Secondary School,Mississauga,ON,00nan,2700
Soroco High School,Oak Creek,CO,80467,150
Lewisburg Area High School,Lewisburg,PA,17837,150
Spectrum Junior-Senior High School,Stuart,FL,34994,150
Hollis School,Craig,AK,99921,150
Saint Laurence High School,Burbank,IL,60459,2700
Hickory Christian Academy,Hickory,NC,28601,500
Port Townsend High School,Port Townsend,WA,98368,150
Block High School,Jonesville,LA,71343,150
Doctor Joseph S Renzulli Gifted and Talented Academy,Hartford,CT,06112,150
"Flint River Academy, Inc",Woodbury,GA,30293,150
Bickleton High School,Bickleton,WA,99322,150
Allegro Charter School of Music,Charleston,SC,00nan,2700
Southwest Early College,Denver,CO,80236,500
Discovery Christian School,Florence,MS,00nan,2700
Advanced Technology Academy,Dearborn,MI,48126,150
Baptist Tabernacle Academy,Miles City,MT,59301,500
Buffalo Alternative High School,Buffalo,NY,14201,150
School of Virtue and Academic Excellence,Miami,FL,33155,500
West Town Academy,Chicago,IL,60612,150
J F Webb High School,Oxford,NC,27565,150
Believers in Christ Christian Academy-High School of Excellence,Milwaukee,WI,53209,500
Leggett Valley School,Leggett,CA,95585,150
Baldwinsville Christian Academy,Baldwinsville,NY,13027,500
Adult Enrichment Center,Lancaster,PA,17602,150
Valmeyer High School,Valmeyer,IL,62295,150
Pea Ridge High School,Pea Ridge,AR,72751,150
British International School of Kuala Lumpur,Selangor,SELANGOR,00nan,2700
Crescent City Christian School,Metairie,LA,70006,500
The Academy at Illinois Central College,Peoria,IL,61635,150
Hazard Christian Academy,Hazard,KY,41702,500
Sidney Lanier High School,San Antonio,TX,78207,150
Floydada High School,Floydada,TX,79235,150
Thomas Jefferson Classical Academy,Mooresboro,NC,28114,500
Frankford High School,Philadelphia,PA,19124,150
O'Donnell High School,Odonnell,TX,79351,150
West Bend Mallard High School,West Bend,IA,50597,150
"Vera Christian Academy, Inc",Ochelata,OK,74051,500
Roxton High School,Roxton,TX,75477,150
Illinois Mathematics and Science Academy,Aurora,IL,60506,150
Chaffee County High School,Buena Vista,CO,81211,150
Eden Christian Academy,Sewickley,PA,15143,500
Glenmora High School,Glenmora,LA,71433,150
Grand Rapids Ellington Academy of Arts and Technology,Grand Rapids,MI,49507,150
Ephesus Church of Christ Academy,Philadelphia,PA,19133,500
Jersey Shore Baptist Academy,Galloway,NJ,08205,150
Butler R-V High School,Butler,MO,64730,150
Cushing High School,Cushing,TX,75760,150
Hoag Alternative Learning Center,Toledo,OH,43607,150
Buchholz High School,Gainesville,FL,32606,150
Nevada State High School,Henderson,NV,89074,150
Shasta Christian Academy,Anderson,CA,96007,500
Hartsbrook School,Hadley,MA,01035,150
Hudson High School of Learning Technologies,New York,NY,10011,150
Massac County High School,Metropolis,IL,62960,500
South Oak Cliff High School,Dallas,TX,75216,150
Park Centre Academy,Fort Pierce,FL,34982,500
Pryor High School,Pryor,OK,74361,150
Malden Catholic High School,Malden,MA,02148,500
"Living Word Academy, Inc.",Umatilla,FL,32784,500
Eagletown High School,Eagletown,OK,74734,150
Montville Township High School,Montville,NJ,07045,150
Bayshore High School,Bradenton,FL,34210,150
Pine Forest Christian Academy,Onalaska,TX,77360,500
Kettle Moraine Baptist Academy,Whitewater,WI,53190,150
Gods Academy,Grand Prairie,TX,75052,150
Suffield High School,West Suffield,CT,06093,150
Roosevelt Senior High School,Roosevelt,NY,11575,150
La Moille Community High School,La Moille,IL,61330,150
None Such School,Sebastopol,CA,95472,150
East Union High School,Manteca,CA,95336,150
Wisconsin Career Academy,Milwaukee,WI,53207,150
Zeigler Christian Academy,Zeigler,IL,62999,500
British Book Center (BBC) International School,Cairo,,00nan,2700
Weslaco East High School,Weslaco,TX,78596,150
New Technology High Schoolat  Jordan,Los Angeles,CA,90002,150
Gibault Children's Services: Holy Cross School,Terre Haute,IN,47802,150
Mahtomedi Digital Learning Academy,Mahtomedi,MN,55115,500
Saint Simons Christian School,St Simons Is,GA,31522,500
Manhattan International High School,New York,NY,10065,500
Point Pleasant Beach High School,Pt Pleas Bch,NJ,08742,150
Puget Sound Adventist Academy,Kirkland,WA,98033,500
China Spring High School,China Spring,TX,76633,150
Cleburne County High School,Heflin,AL,36264,150
Weaver Academy,Greensboro,NC,27401,150
Gregory High School,Gregory,SD,57533,150
Global Community High School,Las Vegas,NV,89110,150
Elaine High School,Elaine,AR,72333,150
Academic Scholars Academy,Fayetteville,NC,28303,150
Wolfskill High School,Winters,CA,95694,150
Farmers Christian Academy,Morehead,KY,40351,500
Waialua High School,Waialua,HI,96791,150
PACE Center for Girls of Escambia-Santa Rosa,Pensacola,FL,32504,500
Stone Eden Christian School,Stoneville,NC,27048,500
Cumberland Academy High School,Tyler,TX,00nan,2700
Cholla High Magnet School,Tucson,AZ,85713,150
Jasper Christian Academy,Jasper,IN,47546,500
Valor Traditional Academy,Louisville,KY,40291,150
East Juniata Junior-Senior High School,Mc Alistervle,PA,17049,150
Mountain Christian Academy,Cassel,CA,96016,500
Yeshivas Ner Aryeh,Valley Vlg,CA,91607,500
Long Branch High School,Long Branch,NJ,07740,500
School For Tomorrow,Rockville,MD,20853,500
Monterey Bay Academy,La Selva Bch,CA,95076,500
Johnston Christian Academy,Smithfield,NC,27577,500
Rye Neck High School,Mamaroneck,NY,10543,150
Frazier Mountain High School,Lebec,CA,93243,150
Entrepreneurship Focus Program,Lincoln,NE,68510,150
Neuse Charter School,Smithfield,NC,27577,150
Steller Secondary School,Anchorage,AK,99503,150
Columbiana High School,Columbiana,OH,44408,150
McDuffie High School,Anderson,SC,29624,500
South Park Tapp School,Fairdale,KY,40118,150
Camp Williams Mendenhall School,Lake Hughes,CA,93532,150
Houston Gateway Academy: Evergreen Campus,Houston,TX,77087,150
Signature School,Evansville,IN,47708,500
Bladins International School of Malmo,Malmo,,00nan,2700
Talenton School,Red Oak,TX,75154,500
Savoy High School,Savoy,TX,75479,150
Riverside High School,Leesburg,VA,20176,150
Bishop Donahue High School,Mcmechen,WV,26040,2700
High School In The Community,New Haven,CT,06511,150
Haverling High School,Bath,NY,14810,150
Marianapolis Preparatory School,Thompson,CT,06277,500
New Madrid County Central High School,New Madrid,MO,63869,150
Gobles Virtual Academy,Gobles,MI,49055,150
Covenant Harvest Christian Academy,Gause,TX,77857,500
Stuyvesant Youth and Adult Center,New York,NY,10003,150
Chanhassen High School,Chanhassen,MN,55317,150
Dinuba High School,Dinuba,CA,93618,150
Hammond Academy Of Science And Technology,Hammond,IN,46320,150
Faith Heritage Christian School,Evansville,IN,47714,500
Providence Grove High School,Climax,NC,27233,150
Great Hope Baptist School,Chesapeake,VA,23322,150
"Oasis High School- Omega Schools, Inc",Glendale,AZ,85305,150
The Camelot for Kids of Pennsylvania: Excel Academy North,Philadelphia,PA,19149,500
Hoonah High School,Hoonah,AK,99829,150
West Michigan Virtual-Stanton Central Montcalm,Stanton,MI,48888,150
Cora Services Incorporated Neumann Center,Philadelphia,PA,19124,150
Corrigan-Camden High School,Corrigan,TX,75939,150
Fenwick High School,Oak Park,IL,60302,500
Wayzata High School,Plymouth,MN,55446,150
Riverdale Country School,Bronx,NY,10471,500
Swain County High School,Bryson City,NC,28713,150
Seabreeze High School,Daytona Beach,FL,32118,150
Sandwich Community High School,Sandwich,IL,60548,150
New Franklin Christian Academy,Minerva,OH,44657,500
Southside Academy,Baltimore,MD,21225,150
Hillsboro Senior High School,Hillsboro,MO,63050,150
Halifax County High School,South Boston,VA,24592,150
Mingo Christian School,Lenore,WV,25676,500
Jill Chaifetz Transfer High School,Bronx,NY,10456,150
Oratory Preparatory School,Summit,NJ,07901,150
Saint John Bosco School,Sterling,VA,20164,2700
Orcutt Academy High School,Santa Maria,CA,93455,150
F C Boyd Christian School,Mc Minnville,TN,37110,500
Maine West High School,Des Plaines,IL,60018,500
Valley Union High School,Elfrida,AZ,85610,150
Sumter Academy,York,AL,36925,500
Acton Academy,Austin,TX,00nan,2700
Learning Lab Green Hills,Nashville,TN,37215,150
Muleshoe High School,Muleshoe,TX,79347,150
Knowledge and Success Academy Baltimore,Baltimore,MD,21229,150
Hamilton Central School,Hamilton,NY,13346,150
Options Secondary School Sweetwater Academy for Individual Learning Styles,Chula Vista,CA,91911,150
Zephyr High School,Zephyr,TX,76890,150
Flint Southwestern Academy,Flint,MI,48507,150
Drew High School,Drew,MS,38737,150
Gillett High School,Gillett,WI,54124,150
Itech @ Thomas Edison Educational Center,Miami,FL,00nan,2700
American International School of Bucharest,Bucharest,,00nan,2700
Oral Roberts University Leadership Academy,Tulsa,OK,74171,150
Alliance Gertz-Ressler High School,Los Angeles,CA,90007,150
Raymondville High School,Raymondville,TX,78580,150
Oasis Continuation High School,Kingsburg,CA,93631,150
Texas Academy of International And STEM Studies,Laredo,TX,78041,150
Macon Road Baptist School,Memphis,TN,38122,500
Visionquest South Mountain Lodge,S Mountain,PA,17261,150
Northmont Senior High School,Clayton,OH,45315,150
Mott Haven Community High School,Bronx,NY,10455,150
Cincinnati College Preparatory Academy,Cincinnati,OH,45214,150
Dekalb School Of The Arts,Avondale Est,GA,30002,150
Crownpoint High School,Crownpoint,NM,87313,150
Mycroschool Pinellas,St Petersburg,FL,33701,150
Auckland International College,Auckland,,00nan,2700
Hope Christian Schools Inc,Albuquerque,NM,87109,500
Loudoun School for the Gifted,Ashburn,VA,20147,500
Catholic Schools K12 Virtual,Coral Springs,FL,33065,150
Highlands Christian High School,San Bruno,CA,94066,500
Bordentown Regional High School,Bordentown,NJ,08505,150
Premier High School of Tyler,Tyler,TX,75702,500
La Cueva High School,Albuquerque,NM,87122,150
Grassfield High School,Chesapeake,VA,23323,150
New Haven Job Corps,New Haven,CT,06515,150
KIPP NYC College Prep High School,Bronx,NY,10451,150
Washington Irving High School,New York,NY,10003,150
